date,day_of_week,hour,industrial_demand
2019-12-16 00:00:00,0,0,1049.4864242492552
2019-12-16 01:00:00,0,1,1003.5764223025395
2019-12-16 02:00:00,0,2,1017.6568927943463
2019-12-16 03:00:00,0,3,1037.2818422853413
2019-12-16 04:00:00,0,4,1039.3896822314464
2019-12-16 05:00:00,0,5,1034.792720918528
2019-12-16 06:00:00,0,6,1000.9681298744426
2019-12-16 07:00:00,0,7,1009.7560550213832
2019-12-16 08:00:00,0,8,1558.3227452082717
2019-12-16 09:00:00,0,9,1517.5851653807686
2019-12-16 10:00:00,0,10,1508.754883157388
2019-12-16 11:00:00,0,11,1503.0952116298845
2019-12-16 12:00:00,0,12,1396.2465306207741
2019-12-16 13:00:00,0,13,1506.7084424397303
2019-12-16 14:00:00,0,14,1508.332351761579
2019-12-16 15:00:00,0,15,1530.5076384653037
2019-12-16 16:00:00,0,16,1515.1212643166682
2019-12-16 17:00:00,0,17,1002.5352099206409
2019-12-16 18:00:00,0,18,1036.0909468537693
2019-12-16 19:00:00,0,19,1007.0354733855116
2019-12-16 20:00:00,0,20,1049.6375877898477
2019-12-16 21:00:00,0,21,1022.9668740929455
2019-12-16 22:00:00,0,22,1018.0017143372696
2019-12-16 23:00:00,0,23,1030.7075062824235
2019-12-17 00:00:00,1,0,1025.1983588177154
2019-12-17 01:00:00,1,1,1008.1697726963829
2019-12-17 02:00:00,1,2,1001.9756191932624
2019-12-17 03:00:00,1,3,1041.961617869206
2019-12-17 04:00:00,1,4,1021.3350579799022
2019-12-17 05:00:00,1,5,1049.8988930088224
2019-12-17 06:00:00,1,6,1014.9059714886954
2019-12-17 07:00:00,1,7,1003.7625734063929
2019-12-17 08:00:00,1,8,1531.7436239148426
2019-12-17 09:00:00,1,9,1550.6538812212839
2019-12-17 10:00:00,1,10,1546.3936858775464
2019-12-17 11:00:00,1,11,1510.2944259270932
2019-12-17 12:00:00,1,12,1363.8535966479421
2019-12-17 13:00:00,1,13,1514.1237661095593
2019-12-17 14:00:00,1,14,1547.2854668326252
2019-12-17 15:00:00,1,15,1521.8386513290386
2019-12-17 16:00:00,1,16,1551.7031635401274
2019-12-17 17:00:00,1,17,1043.5482583426815
2019-12-17 18:00:00,1,18,1029.1878932852387
2019-12-17 19:00:00,1,19,1046.305119556433
2019-12-17 20:00:00,1,20,1028.384162811395
2019-12-17 21:00:00,1,21,1014.3439507714749
2019-12-17 22:00:00,1,22,1010.436443768088
2019-12-17 23:00:00,1,23,1047.7787355948892
2019-12-18 00:00:00,2,0,1038.665194962713
2019-12-18 01:00:00,2,1,1027.6335572211267
2019-12-18 02:00:00,2,2,1026.5302700300545
2019-12-18 03:00:00,2,3,1022.6402542536978
2019-12-18 04:00:00,2,4,1049.526088209086
2019-12-18 05:00:00,2,5,1026.762175645012
2019-12-18 06:00:00,2,6,1020.413773519486
2019-12-18 07:00:00,2,7,1039.7457136457074
2019-12-18 08:00:00,2,8,1500.9804066736333
2019-12-18 09:00:00,2,9,1545.5464762298286
2019-12-18 10:00:00,2,10,1536.7424534143158
2019-12-18 11:00:00,2,11,1542.2750668276824
2019-12-18 12:00:00,2,12,1369.3499726556984
2019-12-18 13:00:00,2,13,1557.4052892381826
2019-12-18 14:00:00,2,14,1572.0827661872083
2019-12-18 15:00:00,2,15,1541.89477521803
2019-12-18 16:00:00,2,16,1547.3507209269537
2019-12-18 17:00:00,2,17,1023.4671552843539
2019-12-18 18:00:00,2,18,1043.2129656145519
2019-12-18 19:00:00,2,19,1026.7860088757106
2019-12-18 20:00:00,2,20,1004.3940685032792
2019-12-18 21:00:00,2,21,1012.3300257252592
2019-12-18 22:00:00,2,22,1013.8671556738284
2019-12-18 23:00:00,2,23,1045.0835035192495
2019-12-19 00:00:00,3,0,1016.8866855842174
2019-12-19 01:00:00,3,1,1020.7175136008696
2019-12-19 02:00:00,3,2,1011.9239118631219
2019-12-19 03:00:00,3,3,1028.399969468016
2019-12-19 04:00:00,3,4,1020.4946015662581
2019-12-19 05:00:00,3,5,1028.7001130478752
2019-12-19 06:00:00,3,6,1026.3875067356983
2019-12-19 07:00:00,3,7,1024.8369394302063
2019-12-19 08:00:00,3,8,1509.1906485503462
2019-12-19 09:00:00,3,9,1561.1692638734921
2019-12-19 10:00:00,3,10,1507.103184351976
2019-12-19 11:00:00,3,11,1557.5027049561916
2019-12-19 12:00:00,3,12,1378.6830209166392
2019-12-19 13:00:00,3,13,1539.673941073085
2019-12-19 14:00:00,3,14,1569.44604783641
2019-12-19 15:00:00,3,15,1548.3632279561548
2019-12-19 16:00:00,3,16,1514.8456288665864
2019-12-19 17:00:00,3,17,1006.1247190836158
2019-12-19 18:00:00,3,18,1013.2433505906185
2019-12-19 19:00:00,3,19,1039.016558521786
2019-12-19 20:00:00,3,20,1013.3958701383626
2019-12-19 21:00:00,3,21,1039.7527908212608
2019-12-19 22:00:00,3,22,1004.6561618871906
2019-12-19 23:00:00,3,23,1016.1117786629219
2019-12-20 00:00:00,4,0,1045.6586387660743
2019-12-20 01:00:00,4,1,1006.4063531390636
2019-12-20 02:00:00,4,2,1037.5309900490518
2019-12-20 03:00:00,4,3,1001.2509756998566
2019-12-20 04:00:00,4,4,1002.2813279321093
2019-12-20 05:00:00,4,5,1027.383972857745
2019-12-20 06:00:00,4,6,1042.3907425540453
2019-12-20 07:00:00,4,7,1001.1120221703571
2019-12-20 08:00:00,4,8,1572.9203480141105
2019-12-20 09:00:00,4,9,1540.454264535431
2019-12-20 10:00:00,4,10,1510.4599929333506
2019-12-20 11:00:00,4,11,1513.5313975384765
2019-12-20 12:00:00,4,12,1407.2206331288278
2019-12-20 13:00:00,4,13,1552.5457769298303
2019-12-20 14:00:00,4,14,1571.087642483133
2019-12-20 15:00:00,4,15,1568.235229406604
2019-12-20 16:00:00,4,16,1515.8837075406598
2019-12-20 17:00:00,4,17,1023.4172213933487
2019-12-20 18:00:00,4,18,1034.6214432288782
2019-12-20 19:00:00,4,19,1035.9913569385471
2019-12-20 20:00:00,4,20,1029.339206002174
2019-12-20 21:00:00,4,21,1018.4838921022755
2019-12-20 22:00:00,4,22,1039.413363841931
2019-12-20 23:00:00,4,23,1012.5572686956264
2019-12-21 00:00:00,5,0,1005.9909185651429
2019-12-21 01:00:00,5,1,1006.7380572754579
2019-12-21 02:00:00,5,2,1014.7883325725963
2019-12-21 03:00:00,5,3,1046.9521532220226
2019-12-21 04:00:00,5,4,1049.1430226103084
2019-12-21 05:00:00,5,5,1010.2913308168809
2019-12-21 06:00:00,5,6,1042.211751524932
2019-12-21 07:00:00,5,7,1009.1367821055176
2019-12-21 08:00:00,5,8,1034.0734197931806
2019-12-21 09:00:00,5,9,1049.0771436239158
2019-12-21 10:00:00,5,10,1010.7484011676179
2019-12-21 11:00:00,5,11,1003.1860596900906
2019-12-21 12:00:00,5,12,1031.834346372503
2019-12-21 13:00:00,5,13,1005.3559689853322
2019-12-21 14:00:00,5,14,1036.6607453871006
2019-12-21 15:00:00,5,15,1013.7410164080658
2019-12-21 16:00:00,5,16,1040.5776570637904
2019-12-21 17:00:00,5,17,1020.449623782958
2019-12-21 18:00:00,5,18,1016.2132848828969
2019-12-21 19:00:00,5,19,1038.9460627720755
2019-12-21 20:00:00,5,20,1007.1349432844114
2019-12-21 21:00:00,5,21,1019.8944794954059
2019-12-21 22:00:00,5,22,1026.899897239104
2019-12-21 23:00:00,5,23,1007.1148636018846
2019-12-22 00:00:00,6,0,1002.0875913147047
2019-12-22 01:00:00,6,1,1007.6060330674807
2019-12-22 02:00:00,6,2,1022.4733216865445
2019-12-22 03:00:00,6,3,1005.0907869788522
2019-12-22 04:00:00,6,4,1037.2412052368402
2019-12-22 05:00:00,6,5,1040.5760347771513
2019-12-22 06:00:00,6,6,1025.0228221296486
2019-12-22 07:00:00,6,7,1005.6909772820255
2019-12-22 08:00:00,6,8,1023.976525326343
2019-12-22 09:00:00,6,9,1043.6742346495564
2019-12-22 10:00:00,6,10,1007.6268766709516
2019-12-22 11:00:00,6,11,1014.3082117250256
2019-12-22 12:00:00,6,12,1016.9676193180255
2019-12-22 13:00:00,6,13,1029.0159710821945
2019-12-22 14:00:00,6,14,1008.8928615493368
2019-12-22 15:00:00,6,15,1033.3200793671356
2019-12-22 16:00:00,6,16,1027.8378368875085
2019-12-22 17:00:00,6,17,1031.1813012851812
2019-12-22 18:00:00,6,18,1048.7246219951403
2019-12-22 19:00:00,6,19,1014.159102730588
2019-12-22 20:00:00,6,20,1004.9558978267958
2019-12-22 21:00:00,6,21,1049.8985634891346
2019-12-22 22:00:00,6,22,1022.9694655514252
2019-12-22 23:00:00,6,23,1018.251699507946
2019-12-23 00:00:00,0,0,1020.9407470463749
2019-12-23 01:00:00,0,1,1017.6280063240011
2019-12-23 02:00:00,0,2,1017.1411563016288
2019-12-23 03:00:00,0,3,1033.6322372135292
2019-12-23 04:00:00,0,4,1044.213968156694
2019-12-23 05:00:00,0,5,1004.7388942152312
2019-12-23 06:00:00,0,6,1017.719848980073
2019-12-23 07:00:00,0,7,1046.640288004045
2019-12-23 08:00:00,0,8,1531.3683145148248
2019-12-23 09:00:00,0,9,1512.5675248033406
2019-12-23 10:00:00,0,10,1537.4993354039739
2019-12-23 11:00:00,0,11,1567.9325585553624
2019-12-23 12:00:00,0,12,1382.327578305987
2019-12-23 13:00:00,0,13,1536.191497930297
2019-12-23 14:00:00,0,14,1541.6099540486734
2019-12-23 15:00:00,0,15,1558.2974941823365
2019-12-23 16:00:00,0,16,1507.462188465088
2019-12-23 17:00:00,0,17,1049.464295963101
2019-12-23 18:00:00,0,18,1046.7591091352713
2019-12-23 19:00:00,0,19,1003.3015649779923
2019-12-23 20:00:00,0,20,1007.7448516974816
2019-12-23 21:00:00,0,21,1026.506816853762
2019-12-23 22:00:00,0,22,1009.5713034331944
2019-12-23 23:00:00,0,23,1009.5555002078157
2019-12-24 00:00:00,1,0,1001.6576416611841
2019-12-24 01:00:00,1,1,1024.8781600943007
2019-12-24 02:00:00,1,2,1033.859695673914
2019-12-24 03:00:00,1,3,1007.038330458011
2019-12-24 04:00:00,1,4,1041.426894402875
2019-12-24 05:00:00,1,5,1007.0506430641884
2019-12-24 06:00:00,1,6,1009.6560113055567
2019-12-24 07:00:00,1,7,1045.820884676007
2019-12-24 08:00:00,1,8,1504.3697668183502
2019-12-24 09:00:00,1,9,1531.375076182033
2019-12-24 10:00:00,1,10,1554.0138528388024
2019-12-24 11:00:00,1,11,1529.210586974583
2019-12-24 12:00:00,1,12,1400.1676621371698
2019-12-24 13:00:00,1,13,1540.72962214592
2019-12-24 14:00:00,1,14,1524.387081506612
2019-12-24 15:00:00,1,15,1558.0210901334312
2019-12-24 16:00:00,1,16,1545.5413182981115
2019-12-24 17:00:00,1,17,1026.57576091046
2019-12-24 18:00:00,1,18,1034.6583911577686
2019-12-24 19:00:00,1,19,1035.0543355350187
2019-12-24 20:00:00,1,20,1004.8471220101075
2019-12-24 21:00:00,1,21,1038.608875550275
2019-12-24 22:00:00,1,22,1039.3940821991773
2019-12-24 23:00:00,1,23,1043.8523898282206
2019-12-25 00:00:00,2,0,1019.3319153924174
2019-12-25 01:00:00,2,1,1045.1294729673016
2019-12-25 02:00:00,2,2,1047.5330545518266
2019-12-25 03:00:00,2,3,1016.8705698417527
2019-12-25 04:00:00,2,4,1018.6475857094639
2019-12-25 05:00:00,2,5,1016.1597400457111
2019-12-25 06:00:00,2,6,1006.1159800651292
2019-12-25 07:00:00,2,7,1036.6447524484247
2019-12-25 08:00:00,2,8,1571.9660438365356
2019-12-25 09:00:00,2,9,1524.0139589303074
2019-12-25 10:00:00,2,10,1523.6263760546392
2019-12-25 11:00:00,2,11,1517.8594190506099
2019-12-25 12:00:00,2,12,1357.2165843234031
2019-12-25 13:00:00,2,13,1557.7877592180457
2019-12-25 14:00:00,2,14,1541.7929222557837
2019-12-25 15:00:00,2,15,1535.03860779385
2019-12-25 16:00:00,2,16,1534.409724914051
2019-12-25 17:00:00,2,17,1018.8418572955105
2019-12-25 18:00:00,2,18,1003.1798089455899
2019-12-25 19:00:00,2,19,1009.0469774230129
2019-12-25 20:00:00,2,20,1033.9084847555396
2019-12-25 21:00:00,2,21,1036.5120328389085
2019-12-25 22:00:00,2,22,1041.2888961070748
2019-12-25 23:00:00,2,23,1027.0093199662845
2019-12-26 00:00:00,3,0,1041.7741577608354
2019-12-26 01:00:00,3,1,1018.541369415784
2019-12-26 02:00:00,3,2,1025.1517606990046
2019-12-26 03:00:00,3,3,1015.9917339235947
2019-12-26 04:00:00,3,4,1025.0110966551802
2019-12-26 05:00:00,3,5,1009.3966874160818
2019-12-26 06:00:00,3,6,1031.8012590438716
2019-12-26 07:00:00,3,7,1008.3470560174411
2019-12-26 08:00:00,3,8,1543.8128831998183
2019-12-26 09:00:00,3,9,1512.13575876761
2019-12-26 10:00:00,3,10,1559.4869686329234
2019-12-26 11:00:00,3,11,1505.5979890224794
2019-12-26 12:00:00,3,12,1367.655363444215
2019-12-26 13:00:00,3,13,1512.7872656327327
2019-12-26 14:00:00,3,14,1551.835326804554
2019-12-26 15:00:00,3,15,1515.8956930144402
2019-12-26 16:00:00,3,16,1535.674203115996
2019-12-26 17:00:00,3,17,1024.8957031499942
2019-12-26 18:00:00,3,18,1011.2097732692797
2019-12-26 19:00:00,3,19,1026.2129656355958
2019-12-26 20:00:00,3,20,1026.6519509858863
2019-12-26 21:00:00,3,21,1038.3047430357265
2019-12-26 22:00:00,3,22,1044.5244448809335
2019-12-26 23:00:00,3,23,1049.6644278635138
2019-12-27 00:00:00,4,0,1005.129159487494
2019-12-27 01:00:00,4,1,1037.0956803086387
2019-12-27 02:00:00,4,2,1039.9423766808395
2019-12-27 03:00:00,4,3,1029.794150687219
2019-12-27 04:00:00,4,4,1005.0167034367137
2019-12-27 05:00:00,4,5,1002.3543552924351
2019-12-27 06:00:00,4,6,1019.2463395371118
2019-12-27 07:00:00,4,7,1014.7212890950718
2019-12-27 08:00:00,4,8,1527.594551122766
2019-12-27 09:00:00,4,9,1510.266858572881
2019-12-27 10:00:00,4,10,1541.5468550524577
2019-12-27 11:00:00,4,11,1539.282301004961
2019-12-27 12:00:00,4,12,1389.6638975675064
2019-12-27 13:00:00,4,13,1559.4919556193797
2019-12-27 14:00:00,4,14,1509.9012637725393
2019-12-27 15:00:00,4,15,1508.303992042602
2019-12-27 16:00:00,4,16,1501.0032217097882
2019-12-27 17:00:00,4,17,1039.677720738323
2019-12-27 18:00:00,4,18,1021.4166210121712
2019-12-27 19:00:00,4,19,1007.4599789243391
2019-12-27 20:00:00,4,20,1041.8860821278954
2019-12-27 21:00:00,4,21,1008.4677422424993
2019-12-27 22:00:00,4,22,1005.6012974478145
2019-12-27 23:00:00,4,23,1048.820495154136
2019-12-28 00:00:00,5,0,1005.7721778845117
2019-12-28 01:00:00,5,1,1040.9167115744265
2019-12-28 02:00:00,5,2,1038.6086512232705
2019-12-28 03:00:00,5,3,1018.5480286701116
2019-12-28 04:00:00,5,4,1040.8098729765923
2019-12-28 05:00:00,5,5,1032.5876886476387
2019-12-28 06:00:00,5,6,1024.600596244033
2019-12-28 07:00:00,5,7,1004.5365279203395
2019-12-28 08:00:00,5,8,1036.5427752916753
2019-12-28 09:00:00,5,9,1026.9908625777057
2019-12-28 10:00:00,5,10,1003.2777731533253
2019-12-28 11:00:00,5,11,1004.7415529326995
2019-12-28 12:00:00,5,12,1022.1733988292665
2019-12-28 13:00:00,5,13,1038.2552721101429
2019-12-28 14:00:00,5,14,1018.2258367650971
2019-12-28 15:00:00,5,15,1043.7885380737519
2019-12-28 16:00:00,5,16,1011.4684597390788
2019-12-28 17:00:00,5,17,1049.6249519213943
2019-12-28 18:00:00,5,18,1038.8062374540418
2019-12-28 19:00:00,5,19,1029.520159512378
2019-12-28 20:00:00,5,20,1007.082245223206
2019-12-28 21:00:00,5,21,1031.1994840910706
2019-12-28 22:00:00,5,22,1007.5111935636262
2019-12-28 23:00:00,5,23,1005.4068102430077
2019-12-29 00:00:00,6,0,1036.4403782760419
2019-12-29 01:00:00,6,1,1041.9707500102945
2019-12-29 02:00:00,6,2,1028.9928378869927
2019-12-29 03:00:00,6,3,1043.0894167939955
2019-12-29 04:00:00,6,4,1009.2220241642
2019-12-29 05:00:00,6,5,1040.6048036589136
2019-12-29 06:00:00,6,6,1042.427988925264
2019-12-29 07:00:00,6,7,1047.6754545664764
2019-12-29 08:00:00,6,8,1029.0828554257876
2019-12-29 09:00:00,6,9,1026.435146253941
2019-12-29 10:00:00,6,10,1044.0484780113513
2019-12-29 11:00:00,6,11,1048.2097248250805
2019-12-29 12:00:00,6,12,1039.2118199337096
2019-12-29 13:00:00,6,13,1016.8525953020111
2019-12-29 14:00:00,6,14,1001.3817593266547
2019-12-29 15:00:00,6,15,1048.6922888863107
2019-12-29 16:00:00,6,16,1042.3504728326438
2019-12-29 17:00:00,6,17,1021.05594410836
2019-12-29 18:00:00,6,18,1047.446368934403
2019-12-29 19:00:00,6,19,1018.4057384721466
2019-12-29 20:00:00,6,20,1033.2319150515088
2019-12-29 21:00:00,6,21,1045.1612553505513
2019-12-29 22:00:00,6,22,1001.7987637585421
2019-12-29 23:00:00,6,23,1031.5166825522888
2019-12-30 00:00:00,0,0,1029.5047060667841
2019-12-30 01:00:00,0,1,1040.7813892603992
2019-12-30 02:00:00,0,2,1012.6690976775421
2019-12-30 03:00:00,0,3,1040.2667069535664
2019-12-30 04:00:00,0,4,1048.6848392558838
2019-12-30 05:00:00,0,5,1014.0411559344719
2019-12-30 06:00:00,0,6,1002.53289311929
2019-12-30 07:00:00,0,7,1041.9289235971764
2019-12-30 08:00:00,0,8,1528.7779645367282
2019-12-30 09:00:00,0,9,1544.1576857334794
2019-12-30 10:00:00,0,10,1517.0755104417183
2019-12-30 11:00:00,0,11,1567.280902492227
2019-12-30 12:00:00,0,12,1384.0441600071256
2019-12-30 13:00:00,0,13,1520.1986964974674
2019-12-30 14:00:00,0,14,1515.1687242351843
2019-12-30 15:00:00,0,15,1504.3225995530922
2019-12-30 16:00:00,0,16,1517.6830159426167
2019-12-30 17:00:00,0,17,1009.8462138719905
2019-12-30 18:00:00,0,18,1017.4676239359839
2019-12-30 19:00:00,0,19,1049.2483344958039
2019-12-30 20:00:00,0,20,1007.2135501791404
2019-12-30 21:00:00,0,21,1039.8923826908283
2019-12-30 22:00:00,0,22,1018.300279024196
2019-12-30 23:00:00,0,23,1010.544066067483
2019-12-31 00:00:00,1,0,1021.5660175559015
2019-12-31 01:00:00,1,1,1040.175786170855
2019-12-31 02:00:00,1,2,1034.4124224215238
2019-12-31 03:00:00,1,3,1004.2473119523718
2019-12-31 04:00:00,1,4,1046.212870216008
2019-12-31 05:00:00,1,5,1015.5149279202055
2019-12-31 06:00:00,1,6,1015.9028551429034
2019-12-31 07:00:00,1,7,1038.4380937031121
2019-12-31 08:00:00,1,8,1522.5301850726855
2019-12-31 09:00:00,1,9,1512.6024369841903
2019-12-31 10:00:00,1,10,1531.006979882091
2019-12-31 11:00:00,1,11,1572.0641374703102
2019-12-31 12:00:00,1,12,1408.3703054274238
2019-12-31 13:00:00,1,13,1510.556459045682
2019-12-31 14:00:00,1,14,1501.4572897388955
2019-12-31 15:00:00,1,15,1530.8709105816563
2019-12-31 16:00:00,1,16,1549.4229587381567
2019-12-31 17:00:00,1,17,1012.1570974175986
2019-12-31 18:00:00,1,18,1027.8651534627054
2019-12-31 19:00:00,1,19,1020.6277822478414
2019-12-31 20:00:00,1,20,1022.9504186844449
2019-12-31 21:00:00,1,21,1033.3124894890675
2019-12-31 22:00:00,1,22,1012.243716067012
2019-12-31 23:00:00,1,23,1021.7548965264465
2020-01-01 00:00:00,2,0,1040.9601721942067
2020-01-01 01:00:00,2,1,1027.8780790386038
2020-01-01 02:00:00,2,2,1022.8461618846479
2020-01-01 03:00:00,2,3,1001.3839635097333
2020-01-01 04:00:00,2,4,1008.075024494361
2020-01-01 05:00:00,2,5,1006.4474699773313
2020-01-01 06:00:00,2,6,1032.5580768841
2020-01-01 07:00:00,2,7,1012.4030480870177
2020-01-01 08:00:00,2,8,1573.7586316157046
2020-01-01 09:00:00,2,9,1504.0215002577095
2020-01-01 10:00:00,2,10,1535.8179326432703
2020-01-01 11:00:00,2,11,1564.209735764304
2020-01-01 12:00:00,2,12,1355.5321794492163
2020-01-01 13:00:00,2,13,1560.5755760544782
2020-01-01 14:00:00,2,14,1506.8964425146808
2020-01-01 15:00:00,2,15,1530.7598492208508
2020-01-01 16:00:00,2,16,1506.8475582878395
2020-01-01 17:00:00,2,17,1022.235155294469
2020-01-01 18:00:00,2,18,1036.630857858295
2020-01-01 19:00:00,2,19,1008.8761609214396
2020-01-01 20:00:00,2,20,1023.2585392464938
2020-01-01 21:00:00,2,21,1010.6058531457884
2020-01-01 22:00:00,2,22,1034.4136705453998
2020-01-01 23:00:00,2,23,1005.5102745782249
2020-01-02 00:00:00,3,0,1015.8343064151052
2020-01-02 01:00:00,3,1,1044.1559809185085
2020-01-02 02:00:00,3,2,1037.1220311541815
2020-01-02 03:00:00,3,3,1014.7527740948531
2020-01-02 04:00:00,3,4,1033.9587899539986
2020-01-02 05:00:00,3,5,1020.0240712070017
2020-01-02 06:00:00,3,6,1029.880778204935
2020-01-02 07:00:00,3,7,1019.6801944235577
2020-01-02 08:00:00,3,8,1568.7670768877008
2020-01-02 09:00:00,3,9,1555.759960170076
2020-01-02 10:00:00,3,10,1502.0008888310058
2020-01-02 11:00:00,3,11,1524.8055606690398
2020-01-02 12:00:00,3,12,1390.9900671792004
2020-01-02 13:00:00,3,13,1563.7250682007204
2020-01-02 14:00:00,3,14,1536.4715845319843
2020-01-02 15:00:00,3,15,1521.4293812685637
2020-01-02 16:00:00,3,16,1549.252181563111
2020-01-02 17:00:00,3,17,1002.0137723987684
2020-01-02 18:00:00,3,18,1003.3446460127442
2020-01-02 19:00:00,3,19,1014.981093727561
2020-01-02 20:00:00,3,20,1033.6668688158243
2020-01-02 21:00:00,3,21,1011.3029824420287
2020-01-02 22:00:00,3,22,1038.9777710651742
2020-01-02 23:00:00,3,23,1010.9703350537951
2020-01-03 00:00:00,4,0,1049.9101749396116
2020-01-03 01:00:00,4,1,1016.2712195447896
2020-01-03 02:00:00,4,2,1007.0602880247822
2020-01-03 03:00:00,4,3,1003.8486948251857
2020-01-03 04:00:00,4,4,1044.899242562173
2020-01-03 05:00:00,4,5,1034.697801683694
2020-01-03 06:00:00,4,6,1000.1568218306945
2020-01-03 07:00:00,4,7,1005.8309384554776
2020-01-03 08:00:00,4,8,1539.6998251716273
2020-01-03 09:00:00,4,9,1536.4435765856483
2020-01-03 10:00:00,4,10,1567.4774732236106
2020-01-03 11:00:00,4,11,1543.6577962998676
2020-01-03 12:00:00,4,12,1378.625240559809
2020-01-03 13:00:00,4,13,1556.8066897657598
2020-01-03 14:00:00,4,14,1569.48231304495
2020-01-03 15:00:00,4,15,1526.089486595297
2020-01-03 16:00:00,4,16,1570.6434914489382
2020-01-03 17:00:00,4,17,1047.070056826614
2020-01-03 18:00:00,4,18,1034.433747345348
2020-01-03 19:00:00,4,19,1046.7210103278335
2020-01-03 20:00:00,4,20,1040.9783644793015
2020-01-03 21:00:00,4,21,1045.3234580347464
2020-01-03 22:00:00,4,22,1011.6604030556589
2020-01-03 23:00:00,4,23,1002.420401479848
2020-01-04 00:00:00,5,0,1035.5478114992613
2020-01-04 01:00:00,5,1,1039.9656713446582
2020-01-04 02:00:00,5,2,1029.1817843416077
2020-01-04 03:00:00,5,3,1006.7526345746959
2020-01-04 04:00:00,5,4,1042.5120704447565
2020-01-04 05:00:00,5,5,1028.995491531288
2020-01-04 06:00:00,5,6,1039.8465094774774
2020-01-04 07:00:00,5,7,1007.4849343175506
2020-01-04 08:00:00,5,8,1033.5039687139408
2020-01-04 09:00:00,5,9,1048.2736186106806
2020-01-04 10:00:00,5,10,1019.8774040076845
2020-01-04 11:00:00,5,11,1011.7958241271174
2020-01-04 12:00:00,5,12,1004.7260967917435
2020-01-04 13:00:00,5,13,1018.7620266349778
2020-01-04 14:00:00,5,14,1021.9722701316681
2020-01-04 15:00:00,5,15,1046.4010604146372
2020-01-04 16:00:00,5,16,1046.892368982792
2020-01-04 17:00:00,5,17,1041.366277940324
2020-01-04 18:00:00,5,18,1014.1371042284125
2020-01-04 19:00:00,5,19,1048.7478103839835
2020-01-04 20:00:00,5,20,1042.0502660797208
2020-01-04 21:00:00,5,21,1032.3595519364371
2020-01-04 22:00:00,5,22,1019.9614466392264
2020-01-04 23:00:00,5,23,1011.0186027180857
2020-01-05 00:00:00,6,0,1011.6692491280014
2020-01-05 01:00:00,6,1,1004.851332705592
2020-01-05 02:00:00,6,2,1046.0473674532711
2020-01-05 03:00:00,6,3,1006.7066931520907
2020-01-05 04:00:00,6,4,1049.8120913660866
2020-01-05 05:00:00,6,5,1041.2240741384846
2020-01-05 06:00:00,6,6,1034.7179922655553
2020-01-05 07:00:00,6,7,1025.1967302397982
2020-01-05 08:00:00,6,8,1041.210568600031
2020-01-05 09:00:00,6,9,1030.8031819933706
2020-01-05 10:00:00,6,10,1012.0080994234622
2020-01-05 11:00:00,6,11,1024.3808027726877
2020-01-05 12:00:00,6,12,1034.5290440438246
2020-01-05 13:00:00,6,13,1023.8157398168426
2020-01-05 14:00:00,6,14,1009.3783524926465
2020-01-05 15:00:00,6,15,1032.0378996324837
2020-01-05 16:00:00,6,16,1026.8778066231866
2020-01-05 17:00:00,6,17,1020.7599106003867
2020-01-05 18:00:00,6,18,1017.326381473114
2020-01-05 19:00:00,6,19,1009.9785936339922
2020-01-05 20:00:00,6,20,1033.4923766717475
2020-01-05 21:00:00,6,21,1027.003605860861
2020-01-05 22:00:00,6,22,1023.9680880920555
2020-01-05 23:00:00,6,23,1039.2802958271022
2020-01-06 00:00:00,0,0,1019.9695639917938
2020-01-06 01:00:00,0,1,1040.7273724895472
2020-01-06 02:00:00,0,2,1018.6053191956913
2020-01-06 03:00:00,0,3,1022.1931012708732
2020-01-06 04:00:00,0,4,1003.6784262989171
2020-01-06 05:00:00,0,5,1043.593243899515
2020-01-06 06:00:00,0,6,1012.2467006602094
2020-01-06 07:00:00,0,7,1000.8493458565246
2020-01-06 08:00:00,0,8,1567.2614289468574
2020-01-06 09:00:00,0,9,1549.880506088601
2020-01-06 10:00:00,0,10,1514.0967374718057
2020-01-06 11:00:00,0,11,1541.6043161306363
2020-01-06 12:00:00,0,12,1355.0942191402755
2020-01-06 13:00:00,0,13,1541.1501979035625
2020-01-06 14:00:00,0,14,1523.21753911218
2020-01-06 15:00:00,0,15,1518.7471406764712
2020-01-06 16:00:00,0,16,1574.3341672997733
2020-01-06 17:00:00,0,17,1005.4514671900555
2020-01-06 18:00:00,0,18,1022.4508863979811
2020-01-06 19:00:00,0,19,1025.8788799327751
2020-01-06 20:00:00,0,20,1009.2896684844096
2020-01-06 21:00:00,0,21,1018.6170301805136
2020-01-06 22:00:00,0,22,1011.6933968374317
2020-01-06 23:00:00,0,23,1039.5768382930098
2020-01-07 00:00:00,1,0,1004.8935226512737
2020-01-07 01:00:00,1,1,1039.4087104684454
2020-01-07 02:00:00,1,2,1043.8111084376046
2020-01-07 03:00:00,1,3,1008.8133874293678
2020-01-07 04:00:00,1,4,1001.9242579437773
2020-01-07 05:00:00,1,5,1046.7640738427847
2020-01-07 06:00:00,1,6,1019.0150909137985
2020-01-07 07:00:00,1,7,1015.9628883259078
2020-01-07 08:00:00,1,8,1565.4880233520444
2020-01-07 09:00:00,1,9,1572.2296828582137
2020-01-07 10:00:00,1,10,1533.405581104337
2020-01-07 11:00:00,1,11,1539.271138287756
2020-01-07 12:00:00,1,12,1399.2603303368564
